BL_B,5,0200
BL_L,5,0201
BL_R,5,0202
RE_B,5,0203
RE_L,5,0204
RE_R,5,0205
hoge1_N,1,0009
hoge1_S,1,0010
hoge2_N,1,0005
hoge2_S,1,0006
hoge3_N,1,0011
hoge3_S,1,0012
hoge4_N,1,0007
hoge4_S,1,0008
hoge5_N,1,0001
hoge5_E,1,0003
hoge5_W,1,0004
hoge5_S,1,0002
